English Word;Portuguese Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
guinea;Guiné;0;0;0;0;0;0;0;0;0;0
guise;aparência;0;1;0;0;0;0;0;0;0;0
guitar;guitarra;0;0;0;0;0;0;0;0;0;0
gules;goles;0;0;0;0;0;0;0;0;0;0
gulf;golfo;0;0;0;0;0;0;0;0;0;0
gull;gaivota;0;1;0;0;0;0;0;0;0;0
gullible;crédulo;0;1;0;0;0;0;0;1;0;1
gully;ravina;0;0;0;0;0;0;0;0;0;0
gulp;gole;0;0;0;0;0;1;0;0;1;0
gum;goma;0;0;0;0;0;0;0;0;0;0
gummy;gomoso;0;0;0;0;0;0;0;0;0;0
gun;pistola;0;1;1;0;0;1;0;0;0;0
gunner;artilheiro;0;0;0;0;0;0;0;0;0;0
gunpowder;pólvora;0;0;0;0;0;1;0;0;0;0
guru;guru;1;0;0;0;0;0;0;0;0;1
gush;jorro;0;1;0;0;1;0;1;0;0;0
gusset;entretela;0;0;0;0;0;0;0;0;0;1
gust;rajada;0;0;0;0;0;0;0;0;0;0
gusty;tempestuoso;0;0;0;0;0;0;0;0;0;0
gut;intestino;0;0;0;0;1;0;0;0;0;0
guts;entranhas;1;0;0;0;0;0;0;0;0;0
gutter;sarjeta;0;0;0;0;1;0;0;0;0;0
guy;cara;0;0;0;0;0;0;0;0;0;0
guzzling;guzzling;0;1;0;0;0;0;0;0;0;0
gymnasium;ginásio;0;0;0;0;0;0;0;0;0;0
gymnast;ginasta;1;0;0;0;0;0;0;0;0;0
gymnastic;ginástico;0;0;0;0;0;0;0;0;0;0
gymnastics;ginástica;0;0;0;0;0;0;0;0;0;0
gynecology;ginecologia;0;0;0;0;0;0;0;0;0;0
gypsy;cigano;0;1;0;0;0;0;0;0;0;0
gyroscope;giroscópio;0;0;0;0;0;0;0;0;0;0
habit;hábito;0;0;0;0;0;0;0;0;0;0
habitat;habitat;1;0;0;0;0;0;0;0;0;0
habitation;habitação;0;0;0;0;0;0;0;0;0;0
habitual;habitual;0;0;0;1;0;0;0;0;0;0
habitually;habitualmente;0;0;0;0;0;0;0;0;0;0
hacienda;hacienda;0;0;0;0;0;0;0;0;0;0
hag;bruxa;0;1;0;0;1;1;0;0;0;0
haggard;desfigurado;0;1;0;0;0;0;0;1;0;0
haggle;regatear;0;0;0;0;0;0;0;0;0;0
hail;saudar;1;1;0;0;0;0;0;0;0;1
hair;cabelo;0;0;0;0;0;0;0;0;0;0
hairy;peludo;0;1;0;0;1;0;0;0;0;0
hale;robusto;1;0;0;0;0;0;0;0;0;0
half;metade;0;0;0;0;0;0;0;0;0;0
halfway;a meio caminho;0;1;0;0;0;0;0;0;0;0
hall;salão;0;0;0;0;0;0;0;0;0;0
hallowed;santificado;0;0;0;0;0;0;0;0;0;0
hallucination;alucinação;0;1;0;0;0;1;0;0;0;0
halo;halo;0;0;0;0;0;0;0;0;0;0
halt;parada;0;0;0;0;0;0;0;0;0;0
halter;cabresto;0;1;1;0;0;1;0;1;0;0
halting;hesitante;0;1;0;0;0;1;0;1;0;0
halve;reduzir a metade;0;0;0;0;0;0;0;0;0;0
halving;redução para metade;0;0;0;0;0;0;0;0;0;0
ham;presunto;0;0;0;0;0;0;0;0;0;0
hamlet;aldeola;0;0;0;0;0;0;0;0;0;0
hammer;martelo;0;0;0;0;0;0;0;0;0;0
hammering;batimento;0;0;0;0;0;0;0;0;0;0
hammock;maca;0;0;0;0;0;0;0;0;0;0
hamper;dificultar;0;1;0;0;0;0;0;0;0;0
hamstring;jarretar;0;1;1;0;0;0;0;1;0;0
hand;mão;0;0;0;0;0;0;0;0;0;0
handbook;manual;0;0;0;0;0;0;0;0;0;1
handful;punhado;0;0;0;0;0;0;0;0;0;0
handicap;desvantagem;0;1;0;0;0;0;0;1;0;0
handicraft;artesanato;0;0;0;0;0;0;0;0;0;0
handiwork;trabalho manual;0;0;0;0;0;0;0;0;0;0
handkerchief;lenço;0;0;0;0;0;0;0;0;0;0
handle;manusear;0;0;0;0;0;0;0;0;0;0
handsome;bonito;0;0;0;0;0;0;0;0;0;0
handwriting;caligrafia;0;0;0;0;0;0;0;0;0;0
handy;conveniente;1;0;0;0;0;0;0;0;0;0
hang;aguentar;0;0;0;0;0;0;0;0;0;0
hangar;hangar;0;0;0;0;0;0;0;0;0;0
hanging;enforcamento;0;1;1;0;1;1;0;1;0;0
hangman;carrasco;0;1;0;0;0;1;0;0;0;0
hangout;sair para curtir;0;0;0;0;0;0;0;0;0;0
hank;meada;0;0;0;0;0;0;0;0;0;0
hankering;ânsia;0;0;0;1;0;0;0;0;0;0
hap;ventura;0;0;0;1;0;0;0;0;1;0
haphazard;casual;0;0;0;0;0;0;0;0;0;0
happen;acontecer;0;0;0;1;0;0;0;0;0;0
happening;acontecimento;0;0;0;0;0;0;0;0;0;0
happily;felizmente;1;0;0;0;0;0;1;0;0;0
happiness;felicidade;1;0;0;1;0;0;1;0;0;0
happy;feliz;1;0;0;1;0;0;1;0;0;1
harass;molestar;0;1;1;0;1;0;0;0;0;0
harassing;assediando;0;0;1;0;0;0;0;0;0;0
harbinger;prenúncio;0;1;1;1;0;1;0;0;0;0
harbor;porto;0;0;0;0;0;0;0;0;0;1
harden;endurecer;0;0;0;0;0;0;0;0;0;0
hardened;endurecido;0;1;1;0;1;1;0;0;0;0
hardening;endurecimento;0;0;0;0;0;0;0;0;0;0
hardness;dureza;0;1;0;0;0;0;0;0;0;0
hardship;dificuldade;0;1;0;0;0;0;0;1;0;0
hardware;equipamento;0;0;0;0;0;0;0;0;0;0
hardy;ousado;1;0;0;0;0;0;1;0;0;1
hare;lebre;0;0;0;0;0;0;0;0;0;0
harem;harém;0;0;0;0;0;0;0;0;0;0
harlot;meretriz;0;1;0;0;1;0;0;0;0;0
harm;dano;0;1;0;0;0;1;0;0;0;0
harmful;prejudicial;0;1;1;0;1;1;0;1;0;0
harmonica;gaita;0;0;0;0;0;0;0;0;0;0
harmonics;harmônicos;0;0;0;0;0;0;0;0;0;0
harmoniously;harmoniosamente;1;0;0;0;0;0;1;0;0;1
harmonize;harmonizar;0;0;0;0;0;0;0;0;0;0
harmony;harmonia;1;0;0;0;0;0;1;0;0;1
harness;arreios;0;0;0;0;0;0;0;0;0;0
harper;harper;0;0;0;0;0;0;0;0;0;0
harpsichord;cravo;0;0;0;0;0;0;0;0;0;0
harrowing;pungente;0;1;0;0;0;1;0;0;0;0
harry;harry;0;1;1;0;0;0;0;1;0;0
harshness;aspereza;0;1;1;0;0;1;0;0;0;0
hart;veado;0;0;0;0;0;0;0;0;0;0
harvest;colheita;1;0;0;1;0;0;1;0;0;0
hash;de hash;0;1;0;0;0;0;0;0;0;0
hashish;haxixe;0;1;0;0;0;0;0;0;0;0
haste;pressa;0;0;0;1;0;0;0;0;0;0
hasten;apressar;0;0;0;0;0;0;0;0;0;0
hastily;apressadamente;0;0;0;0;0;0;0;0;0;0
hasty;apressado;0;1;0;0;0;0;0;0;0;0
hat;chapéu;0;0;0;0;0;0;0;0;0;0
hatch;escotilha;0;0;0;0;0;0;0;0;0;0
hatchet;machadinha;0;0;0;0;0;0;0;0;0;0
hate;odiar;0;1;1;0;1;1;0;1;0;0
hateful;detestável;0;1;1;0;1;1;0;1;0;0
hating;odiando;0;1;1;0;0;0;0;0;0;0
hatred;ódio;0;1;1;0;1;1;0;1;0;0
haughty;altivo;0;1;1;0;0;0;0;0;0;0
haul;arrastamento;0;0;0;0;0;0;0;0;0;0
haulage;transporte;0;0;0;0;0;0;0;0;0;0
haunt;assombro;0;1;0;0;0;1;0;0;0;0
haunted;assombrada;0;1;0;0;0;1;0;1;0;0
haven;refúgio;1;0;0;0;0;0;0;0;0;1
havoc;destruição;0;1;1;0;0;1;0;0;0;0
haw;espinheiro;0;0;0;0;0;0;0;0;0;0
hawk;falcão;0;0;0;0;0;1;0;0;0;0
hawking;Hawking;0;0;0;0;0;0;0;0;0;0
hazard;perigo;0;1;0;0;0;1;0;0;0;0
hazardous;perigoso;0;1;0;0;0;1;0;0;0;0
haze;neblina;0;1;0;0;0;1;0;0;0;0
hazy;nebuloso;0;0;0;0;0;0;0;0;0;0
head;cabeça;0;0;0;0;0;0;0;0;0;0
headache;dor de cabeça;0;1;0;0;0;0;0;0;0;0
headdress;cocar;0;0;0;0;0;0;0;0;0;0
header;cabeçalho;0;0;0;0;0;0;0;0;0;0
headgear;chapelaria;0;0;0;0;0;0;0;0;0;0
heading;título;0;0;0;0;0;0;0;0;0;0
headland;promontório;0;0;0;0;0;0;0;0;0;0
headlight;farol;0;0;0;1;0;0;0;0;0;0
headline;título;0;0;0;0;0;0;0;0;0;0
headlong;precipitadamente;0;0;0;0;0;0;0;0;0;0
headquarters;sede;0;0;0;0;0;0;0;0;0;0
headstone;pedra tumular;0;0;0;0;0;0;0;0;0;0
headway;progresso;1;0;0;0;0;0;0;0;0;0
heady;inebriante;0;1;0;0;0;0;0;0;0;0
heal;curar;1;0;0;0;0;0;1;0;0;1
healing;cicatrização;1;0;0;1;0;0;1;0;0;1
health;saúde;0;0;0;0;0;0;0;0;0;0
healthful;saudável;1;0;0;0;0;0;1;0;0;0
healthy;saudável;1;0;0;0;0;0;0;0;0;0
heap;montão;0;0;0;0;0;0;0;0;0;0
hear;ouvir;0;0;0;0;0;0;0;0;0;0
hearer;ouvinte;0;0;0;0;0;0;0;0;0;0
hearing;audição;0;1;0;0;0;1;0;0;0;0
hearsay;boato;0;1;0;0;0;0;0;0;0;0
hearse;carro fúnebre;0;1;0;0;0;1;0;1;0;0
heart;coração;0;0;0;0;0;0;0;0;0;0
heartache;mágoa;0;1;0;0;0;0;0;1;0;0
heartburn;azia;0;1;0;0;0;0;0;0;0;0
heartfelt;sincero;1;0;0;0;0;0;1;1;0;1
hearth;lareira;1;0;0;0;0;0;0;0;0;0
heartily;cordialmente;1;0;0;0;0;0;1;0;0;0
heartless;sem coração;0;1;0;0;0;0;0;1;0;0
hearts;corações;0;0;0;0;0;0;0;0;0;0
heartworm;dirofilariose;0;0;0;0;1;0;0;0;0;0
heat;calor;0;0;0;0;0;0;0;0;0;0
heated;aquecido;0;0;0;0;0;0;0;0;0;0
heater;aquecedor;0;0;0;0;0;0;0;0;0;0
heath;charneca;0;0;0;0;0;0;0;0;0;0
heathen;pagão;0;1;0;0;0;1;0;0;0;0
heather;urze;0;0;0;0;0;0;0;0;0;0
heating;aquecimento;0;0;0;0;0;0;0;0;0;0
heave;suspiro;0;0;0;0;0;0;0;0;0;0
heavenly;celestial;1;0;0;1;0;0;1;0;0;1
heavens;céus;1;0;0;0;0;0;1;0;0;1
heavily;pesadamente;0;1;0;0;0;0;0;0;0;0
heaviness;peso;0;0;0;0;0;0;0;0;0;0
heaving;arfante;0;0;0;0;0;0;0;0;0;0
hectares;hectares;0;0;0;0;0;0;0;0;0;0
hectic;agitado;0;0;0;0;0;0;0;0;0;0
hedge;cerca viva;0;0;0;0;0;0;0;0;0;0
hedgehog;ouriço;0;0;0;0;0;0;0;0;0;0
hedonism;hedonismo;1;1;0;0;0;0;1;0;0;0
heed;Guardai;0;0;0;0;0;0;0;0;0;0
heel;calcanhar;0;1;0;0;0;0;0;0;0;0
heels;calcanhares;0;0;0;0;0;0;0;0;0;0
heft;peso;1;0;0;1;0;1;0;0;0;0
hegemonic;hegemônico;0;0;0;0;0;0;0;0;0;0
heifer;novilha;0;0;0;0;0;0;0;0;0;0
height;altura;0;0;0;0;0;0;0;0;0;0
heighten;aumentar;0;1;0;0;0;1;0;0;0;0
heinous;hediondo;0;1;0;0;0;0;0;0;0;0
heir;herdeiro;0;0;0;0;0;0;0;0;0;0
heiress;herdeira;0;0;0;0;0;0;0;0;0;0
heirloom;relíquia de família;0;0;0;0;0;0;0;0;0;0
heirs;herdeiros;0;0;0;0;0;0;0;0;0;0
helical;helicoidal;0;0;0;0;0;0;0;0;0;0
helix;hélice;0;0;0;0;0;0;0;0;0;0
hell;inferno;0;1;1;0;1;1;0;1;0;0
hellish;infernal;0;1;1;0;1;1;0;1;0;0
helm;leme;0;0;0;0;0;0;0;0;0;0
helmet;capacete;1;0;0;0;0;1;0;0;0;0
helper;ajudante;1;0;0;0;0;0;0;0;0;1
helpful;útil;1;0;0;0;0;0;1;0;0;1
helpless;desamparado;0;1;0;0;0;1;0;1;0;0
helplessness;desamparo;0;1;0;0;0;1;0;1;0;0
hem;bainha;0;0;0;0;0;0;0;0;0;0
hematite;hematita;0;0;0;0;0;0;0;0;0;0
hemi;hemi;0;0;0;0;0;0;0;0;0;0
hemisphere;hemisfério;0;0;0;0;0;0;0;0;0;0
hemispheric;hemisférico;0;0;0;0;0;0;0;0;0;0
hemlock;cicuta;0;0;0;0;0;0;0;0;0;0
hemorrhage;hemorragia;0;1;0;0;1;1;0;1;0;0
hemorrhoids;hemorróidas;0;1;0;0;0;0;0;0;0;0
hemp;cânhamo;0;0;0;0;0;0;0;0;0;0
hen;galinha;0;0;0;0;0;0;0;0;0;0
henceforth;daqui em diante;0;0;0;0;0;0;0;0;0;0
herald;arauto;0;0;0;0;0;0;0;0;0;0
heraldry;heráldica;0;0;0;0;0;0;0;0;0;0
herb;erva;0;0;0;0;0;0;0;0;0;0
herbaceous;herbáceo;0;0;0;0;0;0;0;0;0;0
herbal;de ervas;1;0;0;0;0;0;0;0;0;0
herbarium;herbário;0;0;0;0;0;0;0;0;0;0
herd;rebanho;0;0;0;0;0;0;0;0;0;0
hereditary;hereditário;0;0;0;0;0;0;0;0;0;0
heredity;hereditariedade;0;0;0;0;0;0;0;0;0;0
heresy;heresia;0;1;0;0;0;0;0;0;0;0
heretic;herege;0;1;0;0;1;0;0;0;0;0
heretical;herético;0;0;0;0;0;0;0;0;0;0
heretofore;até agora;0;0;0;0;0;0;0;0;0;0
hereunto;hereunto;0;0;0;0;0;0;0;0;0;0
herewith;com isto;0;0;0;0;0;0;0;0;0;0
heritage;herança;0;0;0;0;0;0;0;0;0;1
hermaphrodite;hermafrodita;0;1;0;0;0;0;0;0;1;0
hermeneutics;hermenêutica;0;0;0;0;0;0;0;0;0;0
hermit;eremita;0;0;0;0;0;0;0;1;0;1
hernia;hérnia;0;0;0;0;0;0;0;0;0;0
hero;herói;1;0;0;1;0;0;1;0;1;1
heroic;heróico;1;0;0;0;0;0;1;0;1;1
heroics;heroísmo;1;0;0;0;0;0;0;0;0;0
heroin;heroína;0;1;0;0;0;0;0;0;0;0
heroine;heroína;1;0;0;0;0;0;0;0;0;1
heroism;heroísmo;1;0;0;1;0;0;1;0;1;1
herpes;herpes;0;1;0;0;1;0;0;0;0;0
herpesvirus;herpesvírus;0;1;0;0;1;0;0;0;0;0
hesitating;hesitando;0;0;0;0;0;0;0;0;0;0
hesitation;hesitação;0;1;0;0;0;1;0;0;0;0
heterogeneity;heterogeneidade;0;0;0;0;0;0;0;0;0;0
hew;cortar;0;0;0;0;0;0;0;0;0;0
hexagon;hexágono;0;0;0;0;0;0;0;0;0;0
heyday;apogeu;1;0;0;1;0;0;1;0;0;1
hiatus;hiato;0;0;0;0;0;0;0;0;0;0
hibernate;hibernar;0;0;0;0;0;0;0;0;0;0
hibernation;hibernação;0;0;0;0;0;0;0;0;0;0
hiccup;soluço;0;0;0;0;0;0;0;0;0;0
hidden;oculto;0;1;0;0;0;0;0;0;0;0
hide;esconder;0;0;0;0;0;1;0;0;0;0
hideous;hediondo;0;1;0;0;1;1;0;1;0;0
hiding;ocultação;0;0;0;0;0;1;0;0;0;0
hierarchical;hierárquica;0;0;0;0;0;0;0;0;0;0
high;alto;0;0;0;0;0;0;0;0;0;0
higher;superior;0;0;0;0;0;0;0;0;0;0
highest;mais alta;1;1;0;1;0;1;1;0;1;0
highland;highland;0;0;0;0;0;0;0;0;0;0
highlands;highlands;0;0;0;0;0;0;0;0;0;0
hight;do hight;0;0;0;0;0;0;0;0;0;0
highway;rodovia;0;0;0;0;0;0;0;0;0;0
hiker;andarilho;0;0;0;0;0;0;0;0;0;0
hilarious;hilário;1;0;0;0;0;0;1;0;1;0
hilarity;hilaridade;1;0;0;0;0;0;1;0;0;0
hill;colina;0;0;0;0;0;0;0;0;0;0
hilly;montanhoso;0;0;0;0;0;0;0;0;0;0
hilt;cabo;0;0;0;0;0;0;0;0;0;0
hind;corça;0;0;0;0;0;0;0;0;0;0
hindering;dificultando;0;1;0;0;0;0;0;1;0;0
hindrance;obstáculo;0;1;0;0;0;0;0;0;0;0
hinge;dobradiça;0;0;0;0;0;0;0;0;0;0
hint;sugestão;0;0;0;0;0;0;0;0;0;0
hinterland;hinterland;0;0;0;0;0;0;0;0;0;0
hip;quadril;0;0;0;0;0;0;0;0;0;0
hippie;hippie;0;1;0;0;0;0;0;0;0;0
hire;contratar;1;0;0;1;0;0;1;0;0;1
hirsute;hirsuto;0;0;0;0;0;0;0;0;0;0
hiss;assobio;0;1;1;0;0;1;0;0;0;0
hissing;assobio;0;1;0;0;0;0;0;0;0;0
histology;histologia;0;0;0;0;0;0;0;0;0;0
historian;historiador;0;0;0;0;0;0;0;0;0;0
historic;histórico;0;0;0;0;0;0;0;0;0;0
historiography;historiografia;0;0;0;0;0;0;0;0;0;0
history;história;0;0;0;0;0;0;0;0;0;0
hit;bater;0;1;1;0;0;0;0;0;0;0
hitherto;até agora;0;1;0;0;0;0;0;0;0;0
hive;colméia;0;1;0;0;0;0;0;0;0;0
hoard;tesouro escondido;0;0;0;0;0;0;0;0;0;0
hoarse;rouco;0;1;0;0;0;0;0;0;0;0
hoary;grisalho;0;1;0;0;0;0;0;1;0;0
hoax;engano;0;1;1;0;1;0;0;1;1;0
hob;fogão;0;0;0;0;0;0;0;0;0;0
hobby;passatempo;1;0;0;0;0;0;1;0;0;0
hobo;vagabundo;0;1;0;0;0;0;0;1;0;0
hockey;hóquei;0;0;0;0;0;0;0;0;0;0
hoe;enxada;0;0;0;0;0;0;0;0;0;0
hog;porco;0;1;0;0;1;0;0;0;0;0
hoist;guincho;0;0;0;0;0;0;0;0;0;0
hold;aguarde;0;0;0;0;0;0;0;0;0;0
holder;suporte;0;0;0;0;0;0;0;0;0;0
holding;segurando;0;0;0;0;0;0;0;0;0;0
hole;buraco;0;0;0;0;0;0;0;0;0;0
holiday;feriado;1;0;0;1;0;0;1;0;0;0
holiness;santidade;1;0;0;1;0;1;1;0;1;1
hollow;oco;0;1;0;0;0;0;0;1;0;0
holocaust;holocausto;0;1;1;0;1;1;0;1;0;0
holy;piedosos;1;0;0;0;0;0;0;0;0;0
homage;homenagem;1;0;0;0;0;0;0;0;0;0
homeless;sem casa;0;1;1;1;1;1;0;1;0;0
homeopathic;homeopático;0;0;0;0;0;0;0;0;0;0
homeopathy;homeopatia;0;0;0;0;0;0;0;0;0;0
homesick;com saudades de casa;0;1;0;0;0;0;0;1;0;0
homestead;herdade;0;0;0;0;0;0;0;0;0;0
homework;Lição de casa;0;0;0;0;0;1;0;0;0;0
homicidal;homicida;0;1;1;0;0;1;0;0;0;0
homicide;homicídio;0;1;1;0;1;1;0;1;0;0
homily;homilia;0;0;0;0;0;0;0;0;0;0
homogeneity;homogeneidade;0;0;0;0;0;0;0;0;0;0
homogeneous;homogéneo;0;0;0;0;0;0;0;0;0;0
homologous;homólogo;0;0;0;0;0;0;0;0;0;0
homologue;homologue;0;0;0;0;0;0;0;0;0;0
homology;homologia;1;0;0;0;0;0;0;0;0;0
homosexual;homossexual;0;0;0;0;0;0;0;0;0;0
homosexuality;homossexualidade;0;1;0;0;0;0;0;0;0;0
hone;afiar;0;0;0;0;0;0;0;0;0;0
honest;honesto;1;0;1;0;1;1;1;1;0;1
honesty;honestidade;1;0;0;0;0;0;0;0;0;1
honey;mel;1;0;0;0;0;0;0;0;0;0
honeycomb;favo de mel;0;0;0;0;0;0;0;0;0;0
honeymoon;lua de mel;1;0;0;1;0;0;1;0;1;1
honeysuckle;madressilva;0;0;0;0;0;0;0;0;0;0
honor;honra;1;0;0;0;0;0;0;0;0;1
honorable;honroso;1;0;0;0;0;0;0;0;0;1
honorarium;honorário;0;0;0;0;0;0;0;0;0;0
hood;capuz;0;1;1;0;1;1;0;0;0;0
hooded;encapuzado;0;0;0;0;0;1;0;0;0;0
hoof;casco;0;0;0;0;0;0;0;0;0;0
hook;gancho;0;0;0;0;0;0;0;0;0;0
hooked;curvo;0;1;0;0;0;0;0;0;0;0
hooker;prostituta;0;0;0;0;0;0;0;0;0;0
hoop;aro;0;0;0;0;0;0;0;0;0;0
hoot;vaia;0;1;1;0;1;0;0;0;0;0
hop;lúpulo;0;0;0;0;0;0;0;0;0;0
hope;esperança;1;0;0;1;0;0;1;0;1;1
hopeful;esperançoso;1;0;0;1;0;0;1;0;1;1
hopeless;sem esperança;0;1;0;0;0;1;0;1;0;0
hopelessness;desespero;0;1;1;0;1;1;0;1;0;0
hopes;esperanças;0;0;0;0;0;0;0;0;0;0
hoping;esperando;0;0;0;0;0;0;0;0;0;0
hopper;saltador;0;0;0;0;0;0;0;0;0;0
horde;horda;0;1;0;0;0;0;0;0;1;0
horizon;horizonte;1;0;0;1;0;0;0;0;0;0
horizontal;horizontal;0;0;0;0;0;0;0;0;0;0
horizontally;horizontalmente;0;0;0;0;0;0;0;0;0;0
horn;chifre;0;0;0;0;0;0;0;0;0;0
hornet;vespão;0;0;0;0;0;0;0;0;0;0
horny;com tesão;0;0;0;0;0;0;0;0;0;0
horoscope;horóscopo;0;0;0;1;0;0;0;0;0;0
horrible;horrível;0;1;1;0;1;1;0;0;0;0
horribly;horrivelmente;0;1;0;0;0;0;0;0;0;0
horrid;horrível;0;1;1;0;1;1;0;1;0;0
horrific;horrível;0;1;1;0;1;1;0;1;0;0
horrified;horrorizado;0;1;0;0;0;1;0;0;0;0
horrifying;horripilante;0;1;0;0;1;1;0;1;0;0
horror;horror;0;1;1;0;1;1;0;1;1;0
horrors;horrores;0;1;0;0;0;1;0;1;0;0
horse;cavalo;0;0;0;0;0;0;0;0;0;1
horseman;cavaleiro;0;0;0;0;0;0;0;0;0;0
horseshoe;ferradura;0;0;0;0;0;0;0;0;0;0
horticultural;hortícola;0;0;0;0;0;0;0;0;0;0
horticulture;horticultura;0;0;0;0;0;0;0;0;0;0
hose;mangueira;0;0;0;0;0;0;0;0;0;0
hosiery;camisaria;0;0;0;0;0;0;0;0;0;0
hospice;hospício;0;0;0;0;0;0;0;1;0;0
hospital;hospital;0;0;0;0;0;1;0;1;0;1
hospitality;hospitalidade;1;0;0;0;0;0;0;0;0;0
hostage;refém;0;1;1;0;0;1;0;0;0;0
hostel;Hostel;0;0;0;0;0;0;0;0;0;0
hostile;hostil;0;1;1;0;1;1;0;0;0;0
hostilities;hostilidades;0;1;1;0;0;1;0;0;0;0
hostility;hostilidade;0;1;1;0;1;0;0;0;0;0
hot;quente;0;0;1;0;0;0;0;0;0;0
hotbed;viveiro;0;0;0;0;0;0;0;0;0;0
hotel;hotel;0;0;0;0;0;0;0;0;0;0
hour;hora;0;0;0;0;0;0;0;0;0;0
hourglass;ampulheta;0;0;0;0;0;0;0;0;0;0
hourly;de hora em hora;0;0;0;0;0;0;0;0;0;0
house;casa;0;0;0;0;0;0;0;0;0;0
household;casa;1;0;0;0;0;0;0;0;0;0
householder;chefe de família;0;0;0;0;0;0;0;0;0;0
housekeeper;empregada;0;0;0;0;0;0;0;0;0;0
housekeeping;serviço de limpeza;1;0;0;0;0;0;0;0;0;0
housewife;dona de casa;0;0;0;0;0;0;0;0;0;0
housing;habitação;0;0;0;0;0;0;0;0;0;0
hovercraft;aerobarco;0;0;0;0;0;0;0;0;0;0
howl;uivo;0;1;1;0;1;1;0;1;1;0
howsoever;seja como for;0;0;0;0;0;0;0;0;0;0
hoy;hoy;0;0;0;0;0;0;0;0;0;0
hub;cubo;0;0;0;0;0;0;0;0;0;0
huddle;amontoado;0;0;0;0;0;0;0;0;0;0
hue;matiz;0;0;0;0;0;0;0;0;0;0
huff;xingar;0;1;1;0;1;0;0;0;0;0
hug;abraço;1;0;0;0;0;0;1;0;0;1
huge;enorme;0;0;0;0;0;0;0;0;0;0
hulk;brutamontes;0;0;0;0;1;0;0;0;0;0
hull;casco;0;0;0;0;0;0;0;0;0;0
hum;zumbido;0;0;0;0;0;0;0;0;0;0
human;humano;0;0;0;0;0;0;0;0;0;0
humane;humano;1;0;0;0;0;0;0;0;0;0
humanitarian;humanitário;1;0;0;1;0;0;1;0;1;1
humanities;humanidades;0;0;0;0;0;0;0;0;0;0
humanity;humanidade;1;0;0;0;0;0;1;0;0;1
humble;humilde;1;1;0;0;1;0;0;1;0;0
humbled;humilhado;1;0;0;0;0;0;0;1;0;0
humbly;humildemente;1;0;0;0;0;0;0;0;0;0
humbug;mistificação;0;1;1;0;1;0;0;1;0;0
humid;úmido;0;0;0;0;0;0;0;0;0;0
humidity;umidade;0;0;0;0;0;0;0;0;0;0
humiliate;humilhar;0;1;1;0;0;0;0;1;0;0
humiliating;humilhante;0;1;0;0;1;0;0;0;0;0
humiliation;humilhação;0;1;0;0;1;0;0;1;0;0
humility;humildade;1;0;0;0;0;0;0;0;0;1
hummer;hummer;0;0;0;0;0;0;0;0;0;0
hummingbird;colibri;0;0;0;0;0;0;0;0;0;0
humongous;humongous;0;0;0;0;0;0;0;0;0;0
humorist;humorista;1;0;0;0;0;0;0;0;0;0
humorous;engraçado;1;0;0;0;0;0;1;0;0;0
hump;corcunda;0;0;0;0;0;0;0;0;0;0
hunch;pressentimento;0;1;0;0;0;0;0;0;0;0
hundred;cem;0;0;0;0;0;0;0;0;0;0
hundredth;centésimo;0;0;0;0;0;0;0;0;0;0
hunger;fome;0;0;0;0;0;0;0;0;0;0
hungry;faminto;0;1;0;1;0;0;0;0;0;0
hunk;naco;0;0;0;0;0;0;0;0;0;0
hunks;avarento;0;0;0;0;0;0;0;0;0;0
hunt;caça;0;0;0;0;0;0;0;0;0;0
hunter;caçador;0;1;0;1;0;1;0;1;0;0
hunting;caça;0;1;1;1;0;1;0;0;0;0
hurl;arremessar;0;0;0;0;0;0;0;0;0;0
hurrah;hurra;1;0;0;0;0;0;1;0;0;0
hurricane;furacão;0;1;0;0;0;1;0;0;0;0
hurried;apressado;0;1;0;1;0;0;0;0;0;0
hurry;apressar;0;0;0;1;0;0;0;0;0;0
hurt;ferido;0;1;1;0;0;1;0;1;0;0
hurtful;prejudicial;0;1;1;0;1;1;0;1;0;0
hurting;machucando;0;1;1;0;0;1;0;1;0;0
husbandry;agricultura;1;0;0;0;0;0;0;0;0;1
hush;silêncio;1;0;0;0;0;0;0;0;0;0
hushed;silenciado;0;0;0;0;0;0;0;0;0;0
husk;casca;0;0;0;0;0;0;0;0;0;0
husky;rouco;0;0;0;0;0;0;0;0;0;0
hustle;atropelo;0;0;0;0;0;0;0;0;0;0
hustler;pessoa ativa;0;1;0;0;0;0;0;0;0;0
hut;cabana;1;0;0;0;0;0;0;1;0;0
hutch;coelheira;0;0;0;0;0;0;0;0;0;0
hyacinth;jacinto;0;0;0;0;0;0;0;0;0;0
hybrid;híbrido;0;0;0;0;0;0;0;0;0;0
hydra;hidra;0;1;0;0;0;1;0;0;0;0
hydraulics;hidráulica;0;0;0;0;0;0;0;0;0;0
hydrocephalus;hidrocefalia;0;1;0;0;1;1;0;1;0;0
hydrodynamics;hidrodinâmica;0;0;0;0;0;0;0;0;0;0
hydrogen;hidrogênio;0;0;0;0;0;0;0;0;0;0
hydrographic;hidrográfica;0;0;0;0;0;0;0;0;0;0
hydrology;hidrologia;0;0;0;0;0;0;0;0;0;0
hygiene;higiene;0;0;0;0;0;0;0;0;0;0
hygienic;higiênico;1;0;0;0;0;0;0;0;0;0
hymn;hino;1;0;0;1;0;0;1;1;0;1
hype;campanha publicitária;0;1;0;1;0;0;0;0;0;0
